Radius,Location,Fjord_acr,Station,Samp label,St_name,Distance
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"3721"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"3188"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"6023"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"2542"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"4535"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"7519"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"2742"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"10080"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"2579"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2130"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2422"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"2225"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2108"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"5826"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"3297"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2734"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"7210"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"6920"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2383"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2979"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"3734"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2116"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2320"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"1981"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1008"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1003"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"6057"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"6081"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1624"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"3979"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"4840"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"4146"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"3850"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"5520"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"4593"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"5161"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1113"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"4262"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"6744"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1161"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1094"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2582"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1165"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3108"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"5891"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"5490"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"5697"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"6086"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3733"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1216"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"4478"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3830"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3539"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1204"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1152"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2851"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3230"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"4451"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3677"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1804"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1328"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1476"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2670"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"3203"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2362"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1448"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1162"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2519"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"4185"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"7781"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"6255"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"10405"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"33638"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"27516"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1429"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2259"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1052"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2610"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2362"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3296"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1760"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"4298"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2240"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2233"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2122"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"2111"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"32786"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2031"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"6215"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1312"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2084"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2120"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1762"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1507"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"10924"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"9832"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"984"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"3759"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"4891"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2450"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"638"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2959"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"576"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"874"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1600"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"10660"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"743"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2751"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1138"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"791"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1200"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1062"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"746"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1489"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1238"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2660"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"672"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2799"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"4746"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2926"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2663"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1483"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"2681"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2150"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"3450"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1806"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"5180"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2575"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"3322"
"3000",Balsfjord,BA,A,FISHDIV_BA_A,BA_A,"3486"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1572"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1658"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1263"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1516"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1814"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1656"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1324"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1704"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2292"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1247"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"1232"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2230"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1305"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2073"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2238"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"3198"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1332"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2394"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2482"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"7132"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1996"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"5854"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1355"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1637"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"4867"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"4102"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"4327"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2413"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1902"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2021"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2408"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"5588"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"7864"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1472"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"3289"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"33574"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1080"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"33586"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"33571"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"957"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"2005"
"2000",Bergsfjord,BE,D,FISHDIV_BE_D,BE_D,"896"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"1499"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2175"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2444"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"33659"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"3225"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"6133"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"23001"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"7284"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"28143"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"8567"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1743"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1968"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1815"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"5124"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1898"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1535"
"3000",Balsfjord,BA,C,FISHDIV_BA_C,BA_C,"5337"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2654"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"3092"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1687"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2892"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"4308"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2406"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2115"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1996"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1931"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2284"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"834"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1439"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"3774"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1875"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1939"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1828"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1430"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1135"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"847"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1436"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1351"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1260"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1493"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1500"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1585"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1808"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2207"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1894"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"3492"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"3560"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"2860"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2760"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"3524"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1782"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1668"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"1572"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"2123"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1661"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"4525"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"8843"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1519"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"7562"
"3000",Balsfjord,BA,D,FISHDIV_BA_D,BA_D,"6278"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1493"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1615"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1667"
"2000",Bergsfjord,BE,E,FISHDIV_BE_E,BE_E,"1659"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1921"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1151"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1233"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1825"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"26319"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"5305"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"3955"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2930"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1343"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"4496"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2333"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"8673"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"14738"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"15181"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"5500"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"5875"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"17325"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"4136"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"5564"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2085"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"2382"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"3952"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1999"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"6940"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"7428"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"10110"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"11338"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"3534"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2456"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2108"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2665"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"3316"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1750"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1455"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"2393"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1730"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"2988"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2003"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1833"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1928"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"1881"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1557"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"3082"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1219"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1664"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"2180"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"847"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"4351"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"888"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"6983"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"963"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"5312"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1083"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"8555"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"908"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"2122"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"3096"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"894"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"1774"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"3650"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1503"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"1033"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"952"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1870"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"2207"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1986"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"2187"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"2517"
"3000",Balsfjord,BA,E,FISHDIV_BA_E,BA_E,"2392"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1385"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"18710"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1460"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"4372"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1761"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1962"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1327"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"18813"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"23056"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1245"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1201"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1760"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"22597"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1759"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1413"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"20772"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1462"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"19521"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1410"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"1266"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1030"
"3000",Balsfjord,BA,G,FISHDIV_BA_G,BA_G,"2221"
"750",Odelfjord,OL,C,FISHDIV_OL_C,OL_C,"1436"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"1443"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"979"
"3000",Balsfjord,BA,H,FISHDIV_BA_H,BA_H,"10516"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"6110"
"3000",Balsfjord,BA,H,FISHDIV_BA_H,BA_H,"4086"
"3000",Balsfjord,BA,H,FISHDIV_BA_H,BA_H,"7698"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"1451"
"3000",Balsfjord,BA,H,FISHDIV_BA_H,BA_H,"8289"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"5251"
"3000",Balsfjord,BA,H,FISHDIV_BA_H,BA_H,"1282"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"5463"
"3000",Balsfjord,BA,H,FISHDIV_BA_H,BA_H,"1568"
"3000",Balsfjord,BA,H,FISHDIV_BA_H,BA_H,"3241"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"24356"
"750",Odelfjord,OL,B,FISHDIV_OL_B,OL_B,"20777"
